Product Name,Variant Name,Full Name,Price,Compare At Price,SKU,Product Type,Vendor,Product URL,Image URL,Available,Availability Status,Description,Tags
Riding High T-Shirt,XL,Riding High T-Shirt - XL,$50.00,,810028448940,Merch,Puffco,https://www.puffco.com/products/riding-high-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Riding-High_Tee_900x1200_e33c3552-e763-4e6c-9672-3e611d0f2fc5.png?v=1759359463,False,Out of Stock,"Save a horse, ride a Puffco.
 
- Unisex  - 6.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. 
<p style=""color: gray; font-size: smaller;""> Jericho is 5’11” and wearing size Medium. Made in Los Angeles. 
 ",bis-hidden
Riding High T-Shirt,XXL,Riding High T-Shirt - XXL,$50.00,,810028448957,Merch,Puffco,https://www.puffco.com/products/riding-high-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Riding-High_Tee_900x1200_e33c3552-e763-4e6c-9672-3e611d0f2fc5.png?v=1759359463,False,Out of Stock,"Save a horse, ride a Puffco.
 
- Unisex  - 6.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. 
<p style=""color: gray; font-size: smaller;""> Jericho is 5’11” and wearing size Medium. Made in Los Angeles. 
 ",bis-hidden
Riding High T-Shirt,XXXL,Riding High T-Shirt - XXXL,$50.00,,810028448964,Merch,Puffco,https://www.puffco.com/products/riding-high-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Riding-High_Tee_900x1200_e33c3552-e763-4e6c-9672-3e611d0f2fc5.png?v=1759359463,False,Out of Stock,"Save a horse, ride a Puffco.
 
- Unisex  - 6.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. 
<p style=""color: gray; font-size: smaller;""> Jericho is 5’11” and wearing size Medium. Made in Los Angeles. 
 ",bis-hidden
Subway Dad Hat,Tan,Subway Dad Hat - Tan,$40.00,,810028449336,Merch,Puffco,https://www.puffco.com/products/subway-dad-hat,https://cdn.shopify.com/s/files/1/0319/5549/files/tan_subway_1.png?v=1764792457,True,In Stock,"The hash train is always on time.
 
- Pure cotton pinwale corduroy  - Soft crown  - Curved brim  - Adjustable strap with bronze clasp    ","""bis-hidden"""
Subway Dad Hat,Black,Subway Dad Hat - Black,$40.00,,810028449329,Merch,Puffco,https://www.puffco.com/products/subway-dad-hat,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Merch_Subway-Dad_Hat_900x1200_02619f27-e587-4f25-b3a1-9dd3c5fef0b1.png?v=1764792457,False,Out of Stock,"The hash train is always on time.
 
- Pure cotton pinwale corduroy  - Soft crown  - Curved brim  - Adjustable strap with bronze clasp    ","""bis-hidden"""
Rosin Club T-Shirt,S,Rosin Club T-Shirt - S,$50.00,,850068033522,Merch,Puffco,https://www.puffco.com/products/rosin-club-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/420_-Rosin-Club_-Tee_--Front.png?v=1744131484,False,Out of Stock,"- Washed Denim Blue  - Unisex  - 7.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. ",bis-hidden
Rosin Club T-Shirt,M,Rosin Club T-Shirt - M,$50.00,,850068033539,Merch,Puffco,https://www.puffco.com/products/rosin-club-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/420_-Rosin-Club_-Tee_--Front.png?v=1744131484,False,Out of Stock,"- Washed Denim Blue  - Unisex  - 7.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. ",bis-hidden
Rosin Club T-Shirt,L,Rosin Club T-Shirt - L,$50.00,,850068033546,Merch,Puffco,https://www.puffco.com/products/rosin-club-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/420_-Rosin-Club_-Tee_--Front.png?v=1744131484,False,Out of Stock,"- Washed Denim Blue  - Unisex  - 7.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. ",bis-hidden
Rosin Club T-Shirt,XL,Rosin Club T-Shirt - XL,$50.00,,850068033553,Merch,Puffco,https://www.puffco.com/products/rosin-club-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/420_-Rosin-Club_-Tee_--Front.png?v=1744131484,False,Out of Stock,"- Washed Denim Blue  - Unisex  - 7.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. ",bis-hidden
Rosin Club T-Shirt,XXL,Rosin Club T-Shirt - XXL,$50.00,,850068033560,Merch,Puffco,https://www.puffco.com/products/rosin-club-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/420_-Rosin-Club_-Tee_--Front.png?v=1744131484,False,Out of Stock,"- Washed Denim Blue  - Unisex  - 7.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. ",bis-hidden
Rosin Club T-Shirt,XXXL,Rosin Club T-Shirt - XXXL,$50.00,,850068033577,Merch,Puffco,https://www.puffco.com/products/rosin-club-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/420_-Rosin-Club_-Tee_--Front.png?v=1744131484,False,Out of Stock,"- Washed Denim Blue  - Unisex  - 7.5 oz 100% cotton  - Garment-dyed  - Oversized, size down for true-to-size fit. ",bis-hidden
Daybreak T-Shirt,S,Daybreak T-Shirt - S,$50.00,,850068033843,Merch,Puffco,https://www.puffco.com/products/daybreak-unisex-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/merch_0004_Daybreak_-Merch_-Tee_-Red_-Front.png?v=1749766586,False,Out of Stock,"What you’d wear if you were taking a summer trip to Hash Mountain. Duo-tone graphic on front, Daybreak logo on back.
 
- Dark Red - Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit","bis-hidden, Daybreak"
Daybreak T-Shirt,M,Daybreak T-Shirt - M,$50.00,,850068033850,Merch,Puffco,https://www.puffco.com/products/daybreak-unisex-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/merch_0004_Daybreak_-Merch_-Tee_-Red_-Front.png?v=1749766586,False,Out of Stock,"What you’d wear if you were taking a summer trip to Hash Mountain. Duo-tone graphic on front, Daybreak logo on back.
 
- Dark Red - Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit","bis-hidden, Daybreak"
Daybreak T-Shirt,L,Daybreak T-Shirt - L,$50.00,,850068033867,Merch,Puffco,https://www.puffco.com/products/daybreak-unisex-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/merch_0004_Daybreak_-Merch_-Tee_-Red_-Front.png?v=1749766586,False,Out of Stock,"What you’d wear if you were taking a summer trip to Hash Mountain. Duo-tone graphic on front, Daybreak logo on back.
 
- Dark Red - Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit","bis-hidden, Daybreak"
Daybreak T-Shirt,XL,Daybreak T-Shirt - XL,$50.00,,850068033874,Merch,Puffco,https://www.puffco.com/products/daybreak-unisex-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/merch_0004_Daybreak_-Merch_-Tee_-Red_-Front.png?v=1749766586,False,Out of Stock,"What you’d wear if you were taking a summer trip to Hash Mountain. Duo-tone graphic on front, Daybreak logo on back.
 
- Dark Red - Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit","bis-hidden, Daybreak"
Daybreak T-Shirt,XXL,Daybreak T-Shirt - XXL,$50.00,,850068033881,Merch,Puffco,https://www.puffco.com/products/daybreak-unisex-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/merch_0004_Daybreak_-Merch_-Tee_-Red_-Front.png?v=1749766586,False,Out of Stock,"What you’d wear if you were taking a summer trip to Hash Mountain. Duo-tone graphic on front, Daybreak logo on back.
 
- Dark Red - Unisex - 6.5 oz 100% cotton - Garment-dyed - Oversized, size down for true-to-size fit","bis-hidden, Daybreak"
Daybreak Cropped Tank Top,S,Daybreak Cropped Tank Top - S,$35.00,,850068033904,Merch,Puffco,https://www.puffco.com/products/daybreak-womens-tank-top,https://cdn.shopify.com/s/files/1/0319/5549/files/Daybreak_InteriorGallerycopy.png?v=1749848253,False,Out of Stock,"Suns out, Daybreaks out. Single color Daybreak sun graphic on front, Puffco logo on back. Women's sizes. 
 
- Cropped 2x1 ribbed jersey tank top - 30 singles combed cotton - 100% shrink free cotton - Size up for looser fit","bis-hidden, Daybreak"
Daybreak Cropped Tank Top,M,Daybreak Cropped Tank Top - M,$35.00,,850068033911,Merch,Puffco,https://www.puffco.com/products/daybreak-womens-tank-top,https://cdn.shopify.com/s/files/1/0319/5549/files/Daybreak_InteriorGallerycopy.png?v=1749848253,False,Out of Stock,"Suns out, Daybreaks out. Single color Daybreak sun graphic on front, Puffco logo on back. Women's sizes. 
 
- Cropped 2x1 ribbed jersey tank top - 30 singles combed cotton - 100% shrink free cotton - Size up for looser fit","bis-hidden, Daybreak"
Daybreak Cropped Tank Top,L,Daybreak Cropped Tank Top - L,$35.00,,850068033928,Merch,Puffco,https://www.puffco.com/products/daybreak-womens-tank-top,https://cdn.shopify.com/s/files/1/0319/5549/files/Daybreak_InteriorGallerycopy.png?v=1749848253,False,Out of Stock,"Suns out, Daybreaks out. Single color Daybreak sun graphic on front, Puffco logo on back. Women's sizes. 
 
- Cropped 2x1 ribbed jersey tank top - 30 singles combed cotton - 100% shrink free cotton - Size up for looser fit","bis-hidden, Daybreak"
Daybreak Cropped Tank Top,XL,Daybreak Cropped Tank Top - XL,$35.00,,850068033935,Merch,Puffco,https://www.puffco.com/products/daybreak-womens-tank-top,https://cdn.shopify.com/s/files/1/0319/5549/files/Daybreak_InteriorGallerycopy.png?v=1749848253,False,Out of Stock,"Suns out, Daybreaks out. Single color Daybreak sun graphic on front, Puffco logo on back. Women's sizes. 
 
- Cropped 2x1 ribbed jersey tank top - 30 singles combed cotton - 100% shrink free cotton - Size up for looser fit","bis-hidden, Daybreak"
Always Evolving Shirt,S,Always Evolving Shirt - S,$40.00,,810028444485,Merch,Puffco,https://www.puffco.com/products/always-evolving-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/evolving_shirt_900x1200_db1156c4-0f30-4e89-bda0-d2e773e857ed.png?v=1759871591,False,Out of Stock,"Technology, mind, and spirit in a constant state of growth.
 
 
- If you're between sizes - size up.
 
- Midweight high-quality fabric
 - 100% Ringspun Cotton","""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Always Evolving Shirt,M,Always Evolving Shirt - M,$40.00,,810028444492,Merch,Puffco,https://www.puffco.com/products/always-evolving-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/evolving_shirt_900x1200_db1156c4-0f30-4e89-bda0-d2e773e857ed.png?v=1759871591,False,Out of Stock,"Technology, mind, and spirit in a constant state of growth.
 
 
- If you're between sizes - size up.
 
- Midweight high-quality fabric
 - 100% Ringspun Cotton","""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Always Evolving Shirt,L,Always Evolving Shirt - L,$40.00,,810028444508,Merch,Puffco,https://www.puffco.com/products/always-evolving-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/evolving_shirt_900x1200_db1156c4-0f30-4e89-bda0-d2e773e857ed.png?v=1759871591,False,Out of Stock,"Technology, mind, and spirit in a constant state of growth.
 
 
- If you're between sizes - size up.
 
- Midweight high-quality fabric
 - 100% Ringspun Cotton","""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Always Evolving Shirt,XL,Always Evolving Shirt - XL,$40.00,,810028444515,Merch,Puffco,https://www.puffco.com/products/always-evolving-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/evolving_shirt_900x1200_db1156c4-0f30-4e89-bda0-d2e773e857ed.png?v=1759871591,False,Out of Stock,"Technology, mind, and spirit in a constant state of growth.
 
 
- If you're between sizes - size up.
 
- Midweight high-quality fabric
 - 100% Ringspun Cotton","""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Always Evolving Shirt,XXL,Always Evolving Shirt - XXL,$40.00,,810028444522,Merch,Puffco,https://www.puffco.com/products/always-evolving-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/evolving_shirt_900x1200_db1156c4-0f30-4e89-bda0-d2e773e857ed.png?v=1759871591,False,Out of Stock,"Technology, mind, and spirit in a constant state of growth.
 
 
- If you're between sizes - size up.
 
- Midweight high-quality fabric
 - 100% Ringspun Cotton","""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Always Evolving Shirt,XXXL,Always Evolving Shirt - XXXL,$40.00,,810028444539,Merch,Puffco,https://www.puffco.com/products/always-evolving-t-shirt,https://cdn.shopify.com/s/files/1/0319/5549/files/evolving_shirt_900x1200_db1156c4-0f30-4e89-bda0-d2e773e857ed.png?v=1759871591,False,Out of Stock,"Technology, mind, and spirit in a constant state of growth.
 
 
- If you're between sizes - size up.
 
- Midweight high-quality fabric
 - 100% Ringspun Cotton","""BFCM22"", ""bis-hidden"", ""EARLY25"", ""Merchandise"", ""T-Shirt"", ""zip-not-restricted"", ""zip-restricted""], [""Apperal"""
Puffco Metal Hat,Black,Puffco Metal Hat - Black,$40.00,,810028447288,Merch,Puffco,https://www.puffco.com/products/puffco-metal-hat,https://cdn.shopify.com/s/files/1/0319/5549/files/pfcnmerch_0006_Layer-Comp-7_0a4d03e0-7dc9-4404-b813-98dc7c398cbb.png?v=1762469061,False,Out of Stock,"Hash is metal.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">- 100% cotton chino twill <br data-mce-fragment=""1"">- Unstructured six-panel <br data-mce-fragment=""1"">- Permacurv® visor <br data-mce-fragment=""1"">- Buckle closure with grommet",bis-hidden
Puffco Metal Hat,Light Blue,Puffco Metal Hat - Light Blue,$35.00,,810028447295,Merch,Puffco,https://www.puffco.com/products/puffco-metal-hat,https://cdn.shopify.com/s/files/1/0319/5549/files/pfcnmerch_0006_Layer-Comp-7_0a4d03e0-7dc9-4404-b813-98dc7c398cbb.png?v=1762469061,False,Out of Stock,"Hash is metal.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">- 100% cotton chino twill <br data-mce-fragment=""1"">- Unstructured six-panel <br data-mce-fragment=""1"">- Permacurv® visor <br data-mce-fragment=""1"">- Buckle closure with grommet",bis-hidden
